date,Open,low,high,Close,hr hilo,time
2019:11:11-07:00:00,5660.2,5656.6,5675.3,5673.6,0.12%,11
2019:11:11-08:00:00,5673.4,5648.9,5675.3,5672.9,0.23%,12
2019:11:11-09:00:00,5673.1,5638.6,5688.9,5647,0.26%,13
2019:11:11-10:00:00,5647.3,5625.6,5653,5634.3,0.74%,14
2019:11:11-11:00:00,5634.5,5631,5653.3,5649.3,0.80%,15
2019:11:11-12:00:00,5649.5,5646,5667,5660.6,0.48%,16
2019:11:11-13:00:00,5659.6,5642.3,5675.3,5645.7,0.47%,17
2019:11:11-14:00:00,5646.1,5633.3,5700.1,5699.5,0.33%,18
2019:11:11-15:00:00,5699.8,5699.8,5734.1,5720.8,0.48%,19
2019:11:11-16:00:00,5722.6,5694.1,5727.8,5697.8,0.44%,20
2019:11:11-17:00:00,5697.6,5685.5,5706.1,5697.5,0.35%,21
2019:11:11-18:00:00,5697.9,5695.1,5722.1,5718.1,0.17%,22
2019:11:11-19:00:00,5717.9,5680.4,5726.7,5693.1,0.22%,23
2019:11:11-20:00:00,5693.2,5684.1,5695.1,5691.1,0.20%,0
2019:11:11-21:00:00,5690.7,5686.6,5695.1,5691.8,0.23%,1
2019:11:12-01:00:00,5674.6,5663.2,5681.1,5664.2,0.20%,2
2019:11:12-02:00:00,5663.8,5660.2,5675.2,5672.9,0.17%,3
2019:11:12-03:00:00,5672.5,5672.5,5692.9,5683.5,0.12%,4
2019:11:12-04:00:00,5683.3,5678.5,5700.4,5698.2,0.12%,5
2019:11:12-05:00:00,5698.4,5693.2,5708.8,5706.8,0.10%,6
2019:11:12-06:00:00,5707.2,5703.8,5720.8,5708.2,0.38%,7
2019:11:12-07:00:00,5708.1,5698.3,5711.2,5706.2,0.22%,8
2019:11:12-08:00:00,5705.4,5691.2,5723.6,5704.6,0.24%,9
2019:11:12-09:00:00,5704.8,5679.8,5716.2,5686.2,0.15%,10
2019:11:12-10:00:00,5686.1,5684.6,5729,5718.6,0.25%,11
2019:11:12-11:00:00,5719,5709.2,5728,5710.2,0.36%,12
2019:11:12-12:00:00,5710.6,5704.2,5716.2,5713.2,0.21%,13
2019:11:12-13:00:00,5713,5694,5725.4,5721.8,0.34%,14
2019:11:12-14:00:00,5720.8,5713,5748.2,5734.2,1.12%,15
2019:11:12-15:00:00,5734.3,5720,5756.6,5720.2,0.71%,16
2019:11:12-16:00:00,5721,5664.1,5725.8,5688.2,0.47%,17
2019:11:12-17:00:00,5688.1,5674,5703.8,5693.2,0.32%,18
2019:11:12-18:00:00,5693,5692.2,5725,5697.2,0.17%,19
2019:11:12-19:00:00,5697,5657.1,5700.3,5683.8,0.45%,20
2019:11:12-20:00:00,5683.9,5676.8,5685.8,5684.4,0.10%,21
2019:11:12-21:00:00,5684.8,5674.8,5685.8,5681.5,0.05%,22
2019:11:13-01:00:00,5664.1,5662.9,5672.9,5662.9,0.10%,23
2019:11:13-02:00:00,5661.9,5661.9,5676.9,5675.1,0.12%,0
2019:11:13-03:00:00,5674.9,5671.9,5681.5,5672.1,0.13%,1
2019:11:13-04:00:00,5671.9,5660.1,5672.9,5665.5,0.15%,2
2019:11:13-05:00:00,5665.1,5653.9,5669.1,5661.5,0.08%,3
2019:11:13-06:00:00,5661.1,5654.1,5664.5,5656.1,0.09%,4
2019:11:13-07:00:00,5655.9,5654.1,5665.9,5655.1,0.11%,5
2019:11:13-08:00:00,5654.9,5645.9,5671.9,5648.1,0.26%,6
2019:11:13-09:00:00,5648.5,5626,5653.1,5628.1,0.28%,7
2019:11:13-10:00:00,5628,5624,5646.1,5637.6,0.22%,8
2019:11:13-11:00:00,5637.2,5629.2,5646.2,5640.2,0.19%,9
2019:11:13-12:00:00,5640.8,5640.2,5663.2,5661.2,0.21%,10
2019:11:13-13:00:00,5661.4,5648.2,5671.2,5652.6,0.23%,11
2019:11:13-14:00:00,5652.2,5634.6,5717.6,5715.6,0.18%,12
2019:11:13-15:00:00,5715.2,5709,5739.8,5720,0.66%,13
2019:11:13-16:00:00,5719.6,5706.6,5730.2,5727,0.45%,14
2019:11:13-17:00:00,5727.2,5719.8,5745,5737,0.47%,15
2019:11:13-18:00:00,5736.9,5722.8,5756.8,5723.8,0.49%,16
2019:11:13-19:00:00,5723.4,5708.7,5731.7,5727.9,0.12%,17
2019:11:13-20:00:00,5728.3,5721.9,5734.7,5728.5,0.16%,18
2019:11:13-21:00:00,5728,5724.9,5755.6,5739.1,0.30%,19
2019:11:14-01:00:00,5735.9,5733.1,5774.7,5764.3,0.40%,20
2019:11:14-02:00:00,5764.1,5735.3,5764.1,5743.1,0.10%,21
2019:11:14-03:00:00,5742.3,5740.1,5750.3,5746.3,0.36%,23
2019:11:14-04:00:00,5746.1,5740.3,5751.3,5751.3,0.14%,0
2019:11:14-05:00:00,5751.4,5751.4,5764.4,5759.3,0.19%,1
2019:11:14-06:00:00,5759.1,5749.7,5759.3,5753.1,0.12%,2
2019:11:14-07:00:00,5754.1,5745.1,5762.3,5760.3,0.10%,3
2019:11:14-08:00:00,5761.3,5742.3,5766.1,5748.1,0.07%,4
2019:11:14-09:00:00,5747.1,5741.3,5758.2,5753.2,0.11%,5
