date,Open,low,high,Close,hr hilo,time
2021:02:08-15:00:00,5757.5,5752.5,5781.5,5764.8,0.17%,0
2021:02:08-16:00:00,5765.1,5755.1,5785.4,5776.1,0.19%,1
2021:02:08-17:00:00,5776.6,5774.1,5802.4,5789.1,0.18%,2
2021:02:08-18:00:00,5789.4,5769,5790.1,5771.7,0.18%,3
2021:02:08-19:00:00,5771.4,5759,5790.7,5788,0.10%,4
2021:02:08-20:00:00,5787.7,5779,5794,5793.4,0.24%,5
2021:02:08-21:00:00,5793.5,5789.7,5800.3,5799,0.11%,6
2021:02:08-23:00:00,5800,5788,5800.5,5795.3,0.21%,7
2021:02:09-00:00:00,5795,5790.3,5820.3,5817.6,0.18%,8
2021:02:09-01:00:00,5817.3,5808.3,5827.3,5821.9,0.14%,9
2021:02:09-02:00:00,5822.3,5820.3,5840.4,5836.2,0.20%,10
2021:02:09-03:00:00,5835.9,5826.5,5838.9,5830.9,0.18%,11
2021:02:09-04:00:00,5830.7,5826.5,5833.5,5826.9,0.23%,12
2021:02:09-05:00:00,5827.2,5823.2,5838.2,5835.2,0.13%,13
2021:02:09-06:00:00,5834.5,5833.9,5851.2,5841.8,0.35%,14
2021:02:09-07:00:00,5842.2,5823.2,5843.2,5836.3,0.27%,15
2021:02:09-08:00:00,5836.5,5811.1,5839.2,5818.8,0.58%,16
2021:02:09-09:00:00,5819,5795.5,5821.8,5817.5,0.14%,17
2021:02:09-10:00:00,5817.8,5795.5,5817.8,5796.5,0.28%,18
2021:02:09-11:00:00,5796.1,5745.1,5797.8,5780.8,0.27%,19
2021:02:09-12:00:00,5781.4,5776.1,5801.8,5787.4,0.21%,20
2021:02:09-13:00:00,5787.8,5757.4,5792.8,5759.3,0.21%,21
2021:02:09-14:00:00,5759.1,5718.1,5776.1,5749.1,0.06%,22
2021:02:09-15:00:00,5750.1,5743.6,5790.4,5783.8,0.18%,23
2021:02:09-16:00:00,5784.1,5773.8,5806.4,5805.1,0.41%,0
2021:02:09-17:00:00,5804.8,5802.1,5833,5818.6,0.16%,1
2021:02:09-18:00:00,5819.3,5799.3,5830.6,5813.3,0.20%,2
2021:02:09-19:00:00,5813,5812.6,5838.3,5825.3,0.28%,3
2021:02:09-20:00:00,5825.7,5822.3,5833.6,5826.6,0.16%,4
2021:02:09-21:00:00,5826.3,5819.3,5841.3,5831.3,0.30%,5
2021:02:09-23:00:00,5832.6,5826.6,5836.6,5829.2,0.12%,6
2021:02:10-00:00:00,5828.6,5821.6,5829.2,5826.2,0.18%,7
2021:02:10-01:00:00,5825.6,5820.2,5831.6,5830.2,0.31%,8
2021:02:10-02:00:00,5829.9,5800.5,5829.9,5800.8,0.31%,9
2021:02:10-03:00:00,5801.2,5800.2,5816.8,5815.2,0.20%,10
2021:02:10-04:00:00,5815.3,5810.2,5818.5,5816.5,0.15%,11
2021:02:10-05:00:00,5816.1,5807.1,5824.6,5822.5,0.24%,12
2021:02:10-06:00:00,5822.1,5805.1,5825.8,5806.8,0.17%,13
2021:02:10-07:00:00,5807.5,5801.2,5822.8,5818.5,0.52%,14
2021:02:10-08:00:00,5818.1,5808.1,5826.3,5825.4,0.25%,15
2021:02:10-09:00:00,5824.4,5821.8,5857.7,5843.4,0.39%,16
2021:02:10-10:00:00,5843.1,5843.1,5865.4,5861.4,0.17%,17
2021:02:10-11:00:00,5860.7,5850,5861.7,5853,0.20%,18
2021:02:10-12:00:00,5853.4,5850.7,5863.7,5862,0.28%,19
2021:02:10-13:00:00,5862.5,5844.1,5863.7,5844.4,0.20%,20
2021:02:10-14:00:00,5844.7,5815.3,5850.4,5816.7,0.18%,21
2021:02:10-15:00:00,5817.1,5799.1,5860.6,5859.6,0.04%,22
2021:02:10-16:00:00,5859.3,5848.3,5879,5869.6,0.12%,23
2021:02:10-17:00:00,5868.8,5833.3,5870.6,5866.9,0.29%,0
2021:02:10-18:00:00,5866.6,5845.7,5871.3,5851.7,0.16%,1
2021:02:10-19:00:00,5851.4,5849,5866.5,5861.5,0.08%,2
2021:02:10-20:00:00,5860.9,5836.9,5862.9,5842.5,0.21%,3
2021:02:10-21:00:00,5842.1,5821.5,5844.3,5828.5,0.09%,4
2021:02:10-23:00:00,5826.8,5821.2,5836.2,5823.2,0.18%,5
2021:02:11-00:00:00,5823.1,5808.9,5825.2,5810.6,0.11%,6
2021:02:11-01:00:00,5811.2,5807.9,5820.6,5810.5,0.11%,7
2021:02:11-02:00:00,5810.9,5807.5,5826.2,5825.2,0.18%,8
2021:02:11-03:00:00,5824.8,5816.4,5826.3,5821.1,0.15%,9
2021:02:11-04:00:00,5821.8,5821.1,5836.1,5826.7,0.09%,10
2021:02:11-05:00:00,5826.1,5823.1,5831.1,5826.1,0.10%,11
2021:02:11-06:00:00,5825.4,5820.7,5831.3,5830.7,0.14%,12
2021:02:11-07:00:00,5831.1,5820.1,5836,5825.7,0.07%,13
2021:02:11-08:00:00,5826.1,5812.7,5833.3,5820.1,0.13%,14
2021:02:11-09:00:00,5819.7,5811.1,5834,5820.5,0.24%,15
2021:02:11-10:00:00,5820.7,5809.3,5828.2,5825.6,0.10%,16
2021:02:11-11:00:00,5825.4,5800.6,5827,5817.6,0.30%,17
2021:02:11-12:00:00,5818,5806.6,5823,5812.1,0.07%,18
2021:02:11-13:00:00,5811.6,5811.6,5846.2,5845.2,0.06%,19
2021:02:11-14:00:00,5845.3,5835,5858.4,5840.2,0.12%,20
2021:02:11-15:00:00,5841,5830.7,5849.3,5833.3,0.01%,21
2021:02:11-16:00:00,5833.7,5830.3,5849.3,5833.7,0.01%,22
2021:02:11-17:00:00,5833.9,5807.7,5834.3,5823.7,0.29%,23
2021:02:11-18:00:00,5822.7,5810.9,5828.7,5818.7,0.19%,0
2021:02:11-19:00:00,5818.9,5780.4,5822.9,5784.8,0.14%,1
2021:02:11-20:00:00,5784.4,5777.4,5790.2,5789.8,0.15%,2
2021:02:11-21:00:00,5789.4,5775.4,5791.8,5782.3,0.19%,3
2021:02:11-23:00:00,5783.3,5781.1,5788.1,5787.4,0.16%,4
2021:02:12-00:00:00,5787.8,5773.1,5788.1,5775.7,0.23%,5
2021:02:12-01:00:00,5776.3,5763.1,5780.1,5769.3,0.14%,6
2021:02:12-02:00:00,5769.1,5762.3,5770.3,5764.1,0.13%,7
2021:02:12-03:00:00,5763.7,5762.3,5775.3,5773.3,0.30%,8
2021:02:12-04:00:00,5773.7,5770.3,5776.3,5771.3,0.21%,9
2021:02:12-05:00:00,5771.1,5770.3,5780.3,5774.7,0.10%,10
2021:02:12-06:00:00,5775.1,5762.3,5776.1,5764.3,0.08%,11
2021:02:12-07:00:00,5764.1,5755,5773.6,5772.3,0.08%,12
2021:02:12-08:00:00,5773,5737,5776.3,5737.2,0.17%,13
2021:02:12-09:00:00,5737.6,5731.2,5768.2,5765.2,0.37%,14
2021:02:12-10:00:00,5764.6,5761.6,5785.2,5780,0.21%,15
2021:02:12-11:00:00,5780.1,5753,5780.1,5760.2,0.27%,16
2021:02:12-12:00:00,5760.6,5760,5785.2,5777.6,0.38%,17
2021:02:12-13:00:00,5778,5778,5805,5801.6,0.15%,18
2021:02:12-14:00:00,5802.2,5790.6,5841.8,5837,0.06%,19
2021:02:12-15:00:00,5836.2,5828.7,5853.2,5840.7,0.08%,20
2021:02:12-16:00:00,5840.9,5832.9,5961.5,5939.9,0.31%,23
2021:02:12-17:00:00,5940.5,5923.9,5972.5,5950.5,0.36%,0
2021:02:12-18:00:00,5950.1,5938.5,5961,5955.1,0.22%,1
2021:02:12-19:00:00,5954.9,5928.9,5958.9,5943.5,0.18%,2
2021:02:12-20:00:00,5943.9,5941.9,5957.4,5955.9,0.25%,3
2021:02:12-21:00:00,5956,5950.5,5966.5,5956.7,0.27%,4
2021:02:14-23:00:00,5986,5983.9,6053.9,6020.7,0.22%,5
2021:02:15-00:00:00,6020.2,6013.7,6037.3,6030.7,0.58%,6
2021:02:15-01:00:00,6030.8,6030.7,6075.3,6068.3,0.34%,7
2021:02:15-02:00:00,6067.8,6053.2,6078.2,6063.4,0.47%,8
2021:02:15-03:00:00,6063.8,6050.4,6068.1,6064.1,0.18%,9
2021:02:15-04:00:00,6064.2,6057.1,6068.1,6061.1,0.10%,10
2021:02:15-05:00:00,6061.2,6061.1,6074.1,6070,0.31%,11
2021:02:15-06:00:00,6069.5,6058,6073.9,6059.6,0.31%,12
2021:02:15-07:00:00,6060,6037,6062.1,6038.9,0.16%,13
2021:02:15-08:00:00,6038.4,6026.1,6063.1,6028,0.65%,14
2021:02:15-09:00:00,6027.5,6026.1,6046.5,6041,0.71%,15
2021:02:15-10:00:00,6041.1,6029,6053.5,6042.5,0.49%,16
2021:02:15-11:00:00,6042.4,6036,6062,6054.5,0.37%,17
2021:02:15-12:00:00,6055,6039,6057,6046.9,0.22%,18
2021:02:15-13:00:00,6046.4,6035.6,6049.8,6035.6,0.37%,19
2021:02:15-14:00:00,6034.6,6005.2,6045.5,6014.3,0.47%,20
2021:02:15-15:00:00,6014.2,6002.1,6032.1,6028.7,0.22%,21
2021:02:15-16:00:00,6028.3,6005.4,6046.6,6012,0.13%,22
2021:02:15-17:00:00,6011,5989.3,6033.9,6006.3,0.40%,23
2021:02:15-23:00:00,6016.5,5998.5,6021.1,6004,0.20%,0
2021:02:16-00:00:00,6004.6,6002.5,6018.5,6009.9,0.12%,1
2021:02:16-01:00:00,6009.4,5997.5,6016.4,6015.4,0.38%,2
2021:02:16-02:00:00,6014.9,6010.4,6020.4,6019.4,0.19%,3
2021:02:16-03:00:00,6018.5,6012.4,6028.4,6028.4,0.13%,4
2021:02:16-04:00:00,6027.9,6020.4,6027.9,6023.9,0.11%,5
2021:02:16-05:00:00,6024.4,6000.9,6026.4,6006.9,0.09%,6
2021:02:16-06:00:00,6006.5,6003.9,6019.4,6014.4,0.17%,7
2021:02:16-07:00:00,6014.5,6000.4,6017.4,6005.9,0.49%,8
2021:02:16-08:00:00,6006.4,5972.3,6010.4,5994.3,0.23%,9
2021:02:16-09:00:00,5994.4,5954.3,5994.4,5985.8,0.12%,10
2021:02:16-10:00:00,5986.3,5969.3,5988.4,5974.8,0.11%,11
2021:02:16-11:00:00,5974.3,5968.4,5987.8,5987.3,0.12%,12
2021:02:16-12:00:00,5986.8,5957.3,5991.3,5962.3,0.18%,13
2021:02:16-13:00:00,5961.3,5946.6,5980.2,5979.7,0.37%,14
2021:02:16-14:00:00,5979.8,5933.1,6017.1,6005,0.41%,15
2021:02:16-15:00:00,6005.5,5962,6012.6,5993.3,0.57%,16
2021:02:16-16:00:00,5992.9,5963.3,5999.3,5977.7,0.17%,17
2021:02:16-17:00:00,5978.2,5958.7,5996.8,5984.8,0.16%,18
2021:02:16-18:00:00,5984.9,5978.8,5997,5995.5,0.22%,19
2021:02:16-19:00:00,5995.9,5991,6017,6009,0.36%,20
2021:02:16-20:00:00,6008.5,6005.9,6027.9,6022.9,0.33%,21
2021:02:16-21:00:00,6022.8,6007.9,6023.9,6015.9,0.10%,22
2021:02:16-23:00:00,6023.4,5993,6023.4,5999.4,0.30%,23
2021:02:17-00:00:00,5999,5985.8,6001.5,5987.3,0.26%,0
2021:02:17-01:00:00,5986.9,5956.9,5988.9,5984.3,0.28%,1
2021:02:17-02:00:00,5984.8,5976.8,5995.8,5991.9,0.24%,2
2021:02:17-03:00:00,5992.3,5990.9,6025.8,6008.3,0.12%,3
2021:02:17-04:00:00,6007.9,6000.8,6010.3,6008.9,0.11%,4
2021:02:17-05:00:00,6009.3,6003.8,6019.9,6012.9,0.11%,5
2021:02:17-06:00:00,6012.4,6011.4,6021.9,6015.9,0.25%,6
2021:02:17-07:00:00,6016.9,6014.4,6056.9,6046.8,0.16%,7
2021:02:17-08:00:00,6046.4,6031.9,6063.8,6048.8,0.25%,8
2021:02:17-09:00:00,6049.3,6024.9,6053.9,6029.4,0.20%,9
2021:02:17-10:00:00,6029.8,6026.4,6061.9,6056.9,0.12%,10
2021:02:17-11:00:00,6056.4,6053.9,6076.9,6068.9,0.21%,11
2021:02:17-12:00:00,6068.4,6067.4,6127.9,6104.8,0.35%,12
2021:02:17-13:00:00,6105.8,6070.8,6107.8,6075.8,0.16%,13
2021:02:17-14:00:00,6074.8,5953.6,6082.7,6019.8,0.50%,14
2021:02:17-15:00:00,6019.2,6007.8,6050.3,6040.4,0.26%,15
2021:02:17-16:00:00,6040.8,6011.9,6042.9,6038.9,0.19%,16
2021:02:17-17:00:00,6039.9,6021.9,6068.9,6066.9,0.21%,17
2021:02:17-18:00:00,6066.4,6063.9,6101,6093.5,0.13%,18
2021:02:17-19:00:00,6093.9,6082.9,6129,6120,0.42%,19
2021:02:17-20:00:00,6119,6115,6127.5,6121.1,0.21%,20
2021:02:17-21:00:00,6121.6,6118.5,6172.1,6171.6,0.14%,21
2021:02:17-23:00:00,6164.6,6140,6172.8,6172.3,0.05%,22
2021:02:18-00:00:00,6172.2,6170.3,6190.3,6190.3,0.22%,23
2021:02:18-01:00:00,6190.2,6176,6226.5,6185.5,0.13%,0
2021:02:18-02:00:00,6185,6179,6207,6197,0.18%,1
2021:02:18-03:00:00,6198,6171,6201,6174,0.14%,2
2021:02:18-04:00:00,6173.5,6162,6180,6173,0.23%,3
2021:02:18-05:00:00,6172.5,6167,6185,6172,0.25%,4
2021:02:18-06:00:00,6171.5,6153,6178,6158,0.09%,5
2021:02:18-07:00:00,6158.5,6155,6172,6169,0.10%,6
2021:02:18-08:00:00,6168.5,6148,6184,6164,0.13%,7
2021:02:18-09:00:00,6163,6131,6167,6145,0.28%,8
2021:02:18-10:00:00,6146,6111,6149,6117,0.39%,9
2021:02:18-11:00:00,6118,6102,6138.1,6137.1,0.18%,10
2021:02:18-12:00:00,6137.5,6136.1,6161.1,6157.1,0.08%,11
2021:02:18-13:00:00,6158,6140.1,6167.1,6145.1,0.21%,12
2021:02:18-14:00:00,6144.1,6112.1,6165.1,6122.6,0.14%,13
2021:02:18-15:00:00,6123.1,6035.1,6123.1,6063.5,0.30%,14
2021:02:18-16:00:00,6063.6,6060.5,6138.1,6109.1,0.38%,15
2021:02:18-17:00:00,6108.6,6065,6110.1,6071.1,0.23%,16
2021:02:18-18:00:00,6071.6,5983.6,6076.1,5992.1,0.17%,17
2021:02:18-19:00:00,5993.1,5980.1,6067.1,6039.1,0.38%,18
2021:02:18-20:00:00,6039.6,5988.1,6039.6,6007.1,0.29%,19
2021:02:18-21:00:00,6006.1,6000.1,6028.1,6026.1,0.78%,20
2021:02:18-23:00:00,6014.1,5964.1,6016.1,5970.6,0.24%,21
2021:02:19-00:00:00,5971.1,5959.1,5982.1,5973.1,0.08%,22
2021:02:19-01:00:00,5973.6,5915,5976.1,5927,0.22%,23
2021:02:19-02:00:00,5926.5,5858,5928,5899,0.14%,0
2021:02:19-03:00:00,5898,5895,5937.9,5934.9,0.15%,1
2021:02:19-04:00:00,5934.4,5930.9,5959.9,5945.9,0.15%,2
2021:02:19-05:00:00,5946.4,5946.4,5974.9,5970.9,0.09%,3
2021:02:19-06:00:00,5970.4,5961.8,5989.8,5983.8,0.06%,4
2021:02:19-07:00:00,5984.3,5936.8,5998.3,5949.8,0.13%,5
2021:02:19-08:00:00,5950.8,5891.8,5952.8,5946.7,0.11%,6
2021:02:19-09:00:00,5946.2,5931.8,5988.7,5948.7,0.11%,7
2021:02:19-10:00:00,5948.2,5924.7,5966.7,5925.7,0.25%,8
2021:02:19-11:00:00,5924.7,5894.7,5942.2,5916.7,0.28%,9
2021:02:19-12:00:00,5917.7,5917.7,5962.6,5946.6,0.09%,10
2021:02:19-13:00:00,5947.6,5926.1,5976.5,5974.5,0.13%,11
2021:02:19-14:00:00,5975.5,5970.6,6029.5,6024.5,0.17%,12
2021:02:19-15:00:00,6025,5974.6,6027.5,6008.5,0.33%,13
2021:02:19-16:00:00,6009.5,5941.6,6012.5,5946.6,0.31%,14
2021:02:19-17:00:00,5946.1,5916.5,5966.6,5928.5,0.31%,15
2021:02:19-18:00:00,5929.5,5878.6,5966.4,5962.4,0.12%,16
2021:02:19-19:00:00,5961.4,5887.5,5962.4,5898.5,0.16%,17
2021:02:19-20:00:00,5899.5,5886.5,5912.4,5900.4,0.18%,18
2021:02:19-21:00:00,5901.4,5887.4,5912.4,5900.9,0.17%,19
2021:02:21-23:00:00,5888.2,5876.3,5967.8,5960.9,0.32%,20
2021:02:22-00:00:00,5960.4,5956.8,5983,5979.9,0.27%,21
2021:02:22-01:00:00,5979.8,5962.9,5999.3,5968.8,0.21%,23
2021:02:22-02:00:00,5968.3,5956.9,5982.8,5974.8,0.23%,0
2021:02:22-03:00:00,5975.3,5969.9,5985.9,5977.8,0.20%,1
2021:02:22-04:00:00,5978.7,5976.8,5995.8,5994.8,0.21%,2
2021:02:22-05:00:00,5993.8,5987.7,6008.6,6005.8,0.16%,3
2021:02:22-06:00:00,6005.7,5988.8,6013.7,5993.8,0.13%,4
2021:02:22-07:00:00,5992.8,5959.8,5992.8,5966.3,0.13%,5
2021:02:22-08:00:00,5965.8,5946.8,5984.8,5960.6,0.10%,6
2021:02:22-09:00:00,5959.6,5938.9,5982.9,5949.4,0.20%,7
2021:02:22-10:00:00,5949.3,5944.9,5972.8,5947.8,0.58%,8
2021:02:22-11:00:00,5946.9,5944.9,5977.7,5965.8,0.28%,9
2021:02:22-12:00:00,5965.4,5964.8,5992.6,5972.6,0.16%,10
2021:02:22-13:00:00,5973.5,5970.1,6046,6034.5,0.20%,11
2021:02:22-14:00:00,6034.1,6016.3,6082.1,6074.1,0.13%,12
2021:02:22-15:00:00,6074.6,6074.1,6121.4,6105.8,0.17%,13
2021:02:22-16:00:00,6105.7,6084,6115.9,6112.8,0.43%,14
2021:02:22-17:00:00,6112.9,6092,6118.8,6103,0.22%,15
2021:02:22-18:00:00,6103.9,6087.5,6139.7,6137.7,0.19%,16
2021:02:22-19:00:00,6137.6,6124.7,6176.9,6160.1,0.23%,17
2021:02:22-20:00:00,6160,6141.4,6160.1,6153.1,0.22%,18
2021:02:22-21:00:00,6152.6,6152.1,6216.3,6214.3,0.25%,19
2021:02:22-23:00:00,6204.2,6155.3,6206.2,6155.7,0.37%,20
2021:02:23-00:00:00,6156.2,6147.9,6193.3,6172.3,0.34%,21
2021:02:23-01:00:00,6172.4,6164.3,6257,6250.4,0.09%,22
2021:02:23-02:00:00,6249.9,6241.9,6293.8,6280.4,0.08%,23
2021:02:23-03:00:00,6280.5,6231.9,6280.9,6247.6,0.17%,0
2021:02:23-04:00:00,6247.4,6242.5,6264.6,6262.1,0.19%,1
2021:02:23-05:00:00,6263.1,6258,6271,6268,0.09%,2
2021:02:23-06:00:00,6267.1,6236.3,6271,6240.3,0.13%,3
2021:02:23-07:00:00,6240.4,6225.3,6258.6,6249.1,0.08%,4
2021:02:23-08:00:00,6249.5,6230.1,6279.6,6267,0.06%,5
2021:02:23-09:00:00,6266.9,6202.2,6267,6207.1,0.21%,6
2021:02:23-10:00:00,6206.7,6193.1,6231.8,6226.8,0.21%,7
2021:02:23-11:00:00,6226.7,6200.4,6227.8,6206.1,0.22%,8
2021:02:23-12:00:00,6206.2,6183.7,6217.9,6208.2,0.34%,9
2021:02:23-13:00:00,6209.1,6154,6211.2,6156,0.12%,10
2021:02:23-14:00:00,6155.9,6062.2,6159.9,6120.1,0.41%,11
2021:02:23-15:00:00,6119.2,6107.7,6182.9,6112.3,0.27%,12
2021:02:23-16:00:00,6113.2,6112.2,6169.6,6155.8,0.18%,13
2021:02:23-17:00:00,6155.3,6139,6168.7,6141.9,0.41%,14
2021:02:23-18:00:00,6142.9,6139,6182.8,6164,0.32%,15
2021:02:23-19:00:00,6163.2,6150.2,6193.8,6190.8,0.22%,16
2021:02:23-20:00:00,6189.8,6183.8,6207.1,6193.1,0.21%,17
2021:02:23-21:00:00,6193,6104.9,6196,6114.4,0.10%,18
2021:02:23-23:00:00,6122,6111.5,6134.5,6119.4,0.27%,19
2021:02:24-00:00:00,6119,6111.5,6126.4,6116.4,0.16%,20
2021:02:24-01:00:00,6116.8,6095.5,6135.2,6129.2,0.11%,21
2021:02:24-02:00:00,6129.3,6099.4,6130.8,6107.4,0.08%,22
2021:02:24-03:00:00,6108.2,6098.3,6112.3,6110.3,0.26%,23
2021:02:24-04:00:00,6110.4,6104.3,6116.2,6109.4,0.26%,0
2021:02:24-05:00:00,6109,6090,6111.3,6108.3,0.20%,1
2021:02:24-06:00:00,6107.4,6093.3,6130.7,6127.2,0.14%,2
2021:02:24-07:00:00,6126.4,6123.1,6144.2,6133.2,0.06%,3
2021:02:24-08:00:00,6133.1,6125.2,6155.1,6137.2,0.09%,4
2021:02:24-09:00:00,6137.1,6128.3,6193,6190.9,0.08%,5
2021:02:24-10:00:00,6190,6178.2,6210,6196.9,0.06%,6
2021:02:24-11:00:00,6196.8,6191.1,6217.7,6216.8,0.18%,7
2021:02:24-12:00:00,6216.7,6210.6,6234.6,6222.7,0.31%,8
2021:02:24-13:00:00,6222.6,6171.3,6245,6178,0.15%,9
2021:02:24-14:00:00,6177.2,6177,6267.1,6265.9,0.13%,10
2021:02:24-15:00:00,6266,6238.4,6325.2,6287.9,0.13%,11
2021:02:24-16:00:00,6287.8,6277.7,6330.5,6299.4,0.12%,12
2021:02:24-17:00:00,6299.5,6288.4,6322.3,6290.2,0.13%,13
2021:02:24-18:00:00,6290.3,6272.3,6322.6,6320.8,0.30%,14
2021:02:24-19:00:00,6320.2,6306.5,6329.8,6310.5,0.38%,15
2021:02:24-20:00:00,6310.4,6304.4,6320.5,6319.4,0.29%,16
2021:02:24-21:00:00,6319.5,6319.5,6344.3,6340,0.37%,17
2021:02:24-23:00:00,6339.5,6328.7,6360.1,6348.7,0.52%,18
2021:02:25-00:00:00,6348.2,6330.3,6352.1,6337,0.42%,19
2021:02:25-01:00:00,6337.1,6318.1,6350.5,6334.1,0.49%,20
2021:02:25-02:00:00,6334.8,6329.7,6348.1,6331.2,0.27%,21
2021:02:25-03:00:00,6331.6,6321.4,6340.2,6322.8,0.07%,22
2021:02:25-04:00:00,6322.3,6300.3,6325.3,6300.3,0.19%,23
2021:02:25-05:00:00,6301.2,6300.3,6350,6332.1,0.11%,0
2021:02:25-06:00:00,6331.2,6321.1,6338.2,6333.4,0.13%,1
2021:02:25-07:00:00,6333.5,6326,6369.1,6367,0.10%,2
2021:02:25-08:00:00,6367.1,6349.3,6371.1,6365.2,0.21%,3
2021:02:25-09:00:00,6365.1,6332.3,6372.1,6343.1,0.12%,4
2021:02:25-10:00:00,6343.8,6321.2,6344.3,6331.1,0.10%,5
2021:02:25-11:00:00,6331.3,6314.4,6336.2,6330.1,0.13%,6
2021:02:25-12:00:00,6330.2,6324.1,6350,6345.1,0.21%,7
2021:02:25-13:00:00,6345,6304.3,6346.1,6304.4,0.16%,8
2021:02:25-14:00:00,6305.2,6258.6,6313.3,6281.4,0.27%,9
2021:02:25-15:00:00,6281.1,6275.1,6330.2,6304.5,0.10%,10
2021:02:25-16:00:00,6304.9,6303.4,6372.7,6356.3,0.11%,11
2021:02:25-17:00:00,6356.2,6319.1,6358.8,6324.9,0.33%,12
2021:02:25-18:00:00,6324.1,6284.1,6329.8,6312.1,0.49%,13
2021:02:25-19:00:00,6311.9,6306.1,6359.4,6324.7,0.66%,14
2021:02:25-20:00:00,6324.8,6317.8,6345.5,6327.9,0.31%,15
2021:02:25-21:00:00,6327.7,6319.1,6353,6338.2,0.40%,16
2021:02:25-23:00:00,6325.1,6304.3,6347.2,6333.7,0.36%,17
2021:02:26-00:00:00,6333.6,6301.6,6337.1,6324.7,0.31%,18
2021:02:26-01:00:00,6325.1,6273.5,6329.7,6315.6,0.26%,19
2021:02:26-02:00:00,6316.4,6298.6,6329.7,6305.6,0.38%,20
2021:02:26-03:00:00,6305.2,6297.9,6316.4,6305.5,0.20%,21
2021:02:26-04:00:00,6305.9,6272.4,6310.5,6279.5,0.13%,22
2021:02:26-05:00:00,6280.2,6246.2,6280.2,6262.2,0.20%,23
2021:02:26-06:00:00,6262.5,6254.3,6287.2,6257.5,0.19%,0
2021:02:26-07:00:00,6257.1,6244,6281.1,6260.6,0.14%,1
2021:02:26-08:00:00,6260.5,6245.6,6293.8,6264.3,0.25%,2
2021:02:26-09:00:00,6263.9,6263.4,6307.8,6285,0.12%,3
2021:02:26-10:00:00,6285.7,6260.9,6309.9,6294.9,0.05%,4
2021:02:26-11:00:00,6295,6198.5,6302.4,6204.9,0.10%,5
2021:02:26-12:00:00,6205.3,6194.6,6236.5,6197.1,0.21%,6
2021:02:26-13:00:00,6196.8,6170.5,6243.6,6238,0.16%,7
2021:02:26-14:00:00,6238.4,6221.6,6276.4,6251.8,0.73%,8
2021:02:26-15:00:00,6251.9,6166.3,6251.9,6217.4,0.25%,9
2021:02:26-16:00:00,6218.2,6208.3,6250.8,6214.3,0.46%,10
2021:02:26-17:00:00,6214.4,6186.8,6229.5,6188.9,0.28%,11
2021:02:26-18:00:00,6189.8,6176.5,6202.6,6191.5,0.22%,12
2021:02:26-19:00:00,6192.2,6125.4,6198.7,6150.7,0.18%,13
2021:02:26-20:00:00,6150.8,6145.7,6164.8,6146.8,0.31%,14
2021:02:26-21:00:00,6147.2,6139.6,6164.6,6149.5,0.27%,15
2021:02:28-23:00:00,6179.9,6174.4,6241.6,6238.6,0.39%,16
2021:03:01-00:00:00,6239.1,6237.3,6254.8,6252.1,0.38%,17
2021:03:01-01:00:00,6251.8,6248.8,6281.1,6254.6,0.49%,18
2021:03:01-02:00:00,6254.7,6240.9,6261.6,6241.9,0.20%,19
2021:03:01-03:00:00,6241.7,6235.2,6250.5,6242.8,0.27%,20
2021:03:01-04:00:00,6242.7,6225,6242.8,6230.8,0.21%,21
2021:03:01-05:00:00,6231,6222,6249.8,6232.5,0.28%,23
2021:03:01-06:00:00,6232,6228.6,6248.9,6247.7,0.11%,0
2021:03:01-07:00:00,6246.9,6246.9,6262.9,6258.4,0.11%,1
2021:03:01-08:00:00,6257.9,6240,6262.7,6244.8,0.05%,2
2021:03:01-09:00:00,6245.5,6229,6261.8,6241.8,0.08%,3
2021:03:01-10:00:00,6241.2,6214.2,6245,6219.1,0.08%,4
2021:03:01-11:00:00,6219.8,6194.1,6223.8,6198.9,0.14%,5
2021:03:01-12:00:00,6198.7,6190.9,6227.1,6218.3,0.15%,6
2021:03:01-13:00:00,6218.9,6160.2,6224.1,6160.2,0.24%,7
2021:03:01-14:00:00,6160.4,6100.1,6191.2,6144.4,0.18%,8
2021:03:01-15:00:00,6144.7,6118.8,6187,6166.2,0.12%,9
2021:03:01-16:00:00,6167,6129.1,6183.1,6136.7,0.12%,10
2021:03:01-17:00:00,6137.7,6049,6145.7,6049.9,0.15%,11
2021:03:01-18:00:00,6050.5,5987.6,6055.6,6051.4,0.09%,12
2021:03:01-19:00:00,6052,6038.6,6066.2,6039.4,0.12%,13
2021:03:01-20:00:00,6039.6,6006.2,6045.6,6035.2,0.26%,14
2021:03:01-21:00:00,6035.4,6002.2,6037.2,6011.6,0.55%,15
2021:03:01-23:00:00,6018.8,6004,6028.9,6016.3,0.40%,16
2021:03:02-00:00:00,6016,5978.5,6016.1,6002.2,0.28%,17
2021:03:02-01:00:00,6002.5,5958.2,6023.2,5959.6,0.27%,18
2021:03:02-02:00:00,5960.1,5935,5977.3,5947.2,0.32%,19
2021:03:02-03:00:00,5946.7,5944.2,5978.9,5977.1,0.61%,20
2021:03:02-04:00:00,5977.3,5977.1,5994.6,5981.1,0.22%,21
2021:03:02-05:00:00,5980.8,5955.9,5981.1,5974.1,0.07%,22
2021:03:02-06:00:00,5973.1,5965.9,6011.1,5977.6,0.23%,23
2021:03:02-07:00:00,5978.2,5973.6,6004.1,5981.6,0.14%,0
